STATE,STATE NAME,DATE,RHAV,RHMN,RHMX,RHRR,TAVG,TMIN,TMAX,TRR,STPOP,STLA,POPPCT,POPDEN,CRD,,
WV,West Virginia,2016-11,64.25,40.88,85.50,0.69,47.29,35.88,58.71,0.48,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2016-12,67.00,48.25,84.88,0.55,36.56,28.51,44.59,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-01,74.25,59.75,88.63,0.39,38.81,31.43,46.19,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-02,59.88,39.00,81.13,0.70,43.60,32.89,54.33,0.49,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-03,59.50,39.88,80.63,0.68,43.73,33.86,53.61,0.45,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-04,62.38,40.75,87.00,0.74,59.38,48.04,70.75,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-05,69.13,47.88,90.25,0.61,61.89,52.11,71.63,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-06,68.14,45.71,90.71,0.66,69.40,58.44,80.38,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-07,74.75,52.63,93.75,0.55,73.76,63.96,83.55,0.27,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-08,75.13,52.25,94.00,0.56,70.28,60.15,80.39,0.29,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-09,74.88,50.00,94.38,0.59,65.55,54.93,76.18,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-10,70.63,45.38,91.50,0.65,58.33,46.53,70.11,0.40,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-11,67.13,48.13,86.00,0.56,45.04,34.59,55.51,0.46,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2017-12,65.88,47.50,83.50,0.55,33.45,25.16,41.71,0.49,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-01,66.00,47.25,84.38,0.56,29.40,19.43,39.40,0.68,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-02,73.13,53.38,90.88,0.51,43.31,33.76,52.83,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-03,64.88,43.63,86.00,0.65,38.54,29.36,47.73,0.48,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-04,59.88,38.63,84.38,0.76,49.21,37.79,60.59,0.46,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-05,72.13,49.63,92.63,0.60,69.38,58.60,80.14,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-06,75.63,53.88,94.75,0.54,71.38,61.58,81.23,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-07,75.14,52.43,95.14,0.57,73.78,63.43,84.14,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-08,79.75,57.00,96.25,0.49,73.54,64.26,82.83,0.25,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-09,83.71,63.71,96.86,0.40,71.00,62.88,79.14,0.23,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-10,77.13,55.88,94.75,0.50,56.01,46.78,65.25,0.33,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-11,74.25,54.75,90.63,0.48,40.73,33.05,48.41,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2018-12,75.25,56.88,91.13,0.46,38.26,30.39,46.13,0.41,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-01,72.38,58.25,87.88,0.41,31.88,23.90,39.83,0.50,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-02,68.25,49.25,86.88,0.55,40.24,30.71,49.80,0.47,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-03,57.75,38.00,81.00,0.74,41.36,31.11,51.60,0.50,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-04,61.75,39.00,85.63,0.76,57.18,45.38,69.00,0.41,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-05,72.50,50.75,92.13,0.57,66.55,56.56,76.59,0.30,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-06,72.00,51.75,91.50,0.55,69.24,59.48,78.99,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-07,74.88,51.13,94.13,0.57,75.55,65.15,85.98,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-08,72.00,47.14,93.57,0.64,72.96,61.91,84.00,0.30,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-09,67.25,41.38,91.50,0.75,72.05,59.35,84.69,0.35,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-10,71.33,48.33,91.67,0.61,58.54,46.86,70.29,0.40,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-11,65.00,44.33,86.00,0.64,40.29,29.65,50.93,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2019-12,73.14,51.14,89.57,0.53,39.61,30.46,48.76,0.46,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-01,70.13,53.00,85.88,0.47,38.36,30.08,46.68,0.43,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-02,68.75,48.63,87.13,0.56,38.59,29.60,47.53,0.46,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-03,65.63,44.25,87.38,0.66,49.41,39.55,59.28,0.40,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-04,62.75,40.38,87.00,0.74,49.89,39.13,60.66,0.43,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-05,68.63,46.88,91.25,0.65,59.33,49.28,69.36,0.34,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-06,71.75,50.00,93.25,0.60,69.89,59.55,80.23,0.30,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-07,71.75,46.50,94.25,0.67,77.21,66.05,88.38,0.29,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-08,77.13,54.25,95.25,0.53,73.63,64.03,83.25,0.26,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-09,77.00,54.13,95.00,0.53,65.28,54.90,75.66,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-10,75.88,52.88,94.88,0.55,56.30,45.78,66.79,0.37,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-11,65.13,42.75,86.38,0.67,48.93,37.31,60.53,0.47,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2020-12,73.13,55.75,89.13,0.46,35.55,27.66,43.49,0.45,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-01,74.63,59.25,89.13,0.40,33.09,26.51,39.68,0.40,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-02,74.88,58.00,90.00,0.43,32.65,25.05,40.25,0.47,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-03,53.63,30.50,79.63,0.92,47.10,34.20,60.01,0.55,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-04,58.38,36.25,83.88,0.82,52.85,41.23,64.49,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-05,65.50,41.50,89.88,0.74,60.03,48.30,71.73,0.39,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-06,72.63,50.25,93.50,0.60,71.01,60.65,81.40,0.29,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-07,74.13,50.25,94.75,0.60,73.40,63.11,83.69,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-08,77.25,52.25,95.38,0.56,75.04,65.01,85.08,0.27,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-09,76.25,50.88,95.00,0.58,66.76,56.49,77.04,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-10,78.63,56.75,94.63,0.48,60.15,50.84,69.41,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-11,63.00,39.38,86.13,0.74,42.21,31.28,53.11,0.52,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2021-12,67.25,47.63,86.63,0.58,44.81,34.68,54.91,0.45,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-01,67.88,49.88,85.38,0.52,28.70,19.95,37.43,0.61,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-02,62.50,44.25,83.13,0.62,37.44,25.89,48.96,0.62,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-03,57.13,36.13,80.25,0.77,46.45,34.16,58.73,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-04,59.00,37.00,82.88,0.78,52.20,41.01,63.43,0.43,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-05,69.50,47.88,91.38,0.63,64.59,53.55,75.65,0.34,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-06,69.75,46.13,92.50,0.66,70.25,58.83,81.69,0.33,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-07,78.13,57.63,95.00,0.48,74.29,65.41,83.16,0.24,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-08,78.63,53.88,96.88,0.55,73.01,63.31,82.71,0.27,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-09,78.00,54.00,96.00,0.54,64.95,55.04,74.86,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-10,69.00,43.63,91.38,0.69,51.78,39.73,63.81,0.47,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-11,66.63,46.38,86.50,0.60,46.28,36.00,56.56,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2022-12,70.25,52.25,86.75,0.49,36.48,27.68,45.29,0.48,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-01,74.13,56.63,90.13,0.45,40.05,32.21,47.88,0.39,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-02,61.25,39.88,84.13,0.72,43.36,31.99,54.71,0.52,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-03,59.63,36.50,83.88,0.79,43.96,32.74,55.21,0.51,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-04,56.25,32.88,83.63,0.90,55.11,41.90,68.30,0.48,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-05,68.50,45.13,92.38,0.69,59.85,48.39,71.31,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-06,71.25,46.75,94.38,0.67,66.20,54.98,77.43,0.34,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-07,75.63,50.88,96.25,0.60,74.13,63.68,84.54,0.28,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-08,77.00,54.00,96.38,0.55,71.71,61.99,81.40,0.27,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-09,78.50,54.00,96.38,0.54,66.63,56.24,76.99,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-10,73.88,49.50,93.63,0.60,56.31,45.73,66.96,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-11,63.50,40.63,86.25,0.72,44.34,32.53,56.18,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2023-12,70.88,50.13,88.75,0.54,41.56,32.83,50.30,0.42,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-01,73.75,56.88,89.50,0.44,33.34,25.94,40.73,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-02,63.00,40.88,85.13,0.70,41.73,30.75,52.73,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-03,59.88,39.50,81.50,0.70,48.35,37.29,59.41,0.46,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-04,61.25,41.25,85.13,0.72,57.28,46.41,68.10,0.38,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-05,73.38,49.88,93.88,0.60,65.78,55.55,76.03,0.31,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-06,67.50,43.63,92.00,0.72,72.26,60.64,83.89,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-07,69.00,45.13,92.13,0.68,76.05,64.84,87.28,0.30,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-08,69.38,43.63,92.50,0.70,73.53,61.65,85.39,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-09,70.75,46.13,91.38,0.64,68.53,57.16,79.90,0.33,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-10,67.13,39.75,90.75,0.76,56.88,43.11,70.66,0.48,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-11,70.75,49.25,89.38,0.57,48.70,39.25,58.14,0.39,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2024-12,71.25,53.75,86.75,0.46,37.59,29.10,46.09,0.45,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-01,,,,,25.66,17.33,34.05,0.65,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-02,,,,,36.70,26.90,46.46,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-03,,,,,48.69,35.76,61.59,0.53,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-04,,,,,56.90,45.59,68.19,0.40,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-05,,,,,61.53,51.78,71.29,0.32,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-06,,,,,73.29,62.58,83.99,0.29,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-07,,,,,77.31,67.79,86.83,0.25,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-08,,,,,71.16,60.55,81.81,0.30,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-09,,,,,67.35,55.19,79.46,0.36,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-10,,,,,55.19,43.74,66.58,0.41,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-11,,,,,44.55,34.74,54.41,0.44,1852994,24038,48.72,1409.90,11.14,,
WV,West Virginia,2025-12,,,,,35.26,26.08,44.45,0.52,1852994,24038,48.72,1409.90,11.14,,
WI,Wisconsin,2010-01,76.14,65.57,86.71,0.28,17.14,10.47,23.86,0.78,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-02,72.43,57.29,87.57,0.42,22.24,14.40,30.09,0.71,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-03,66.43,46.00,88.57,0.64,38.84,27.91,49.73,0.56,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-04,58.14,37.43,83.43,0.79,51.64,40.33,62.96,0.44,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-05,64.29,41.57,90.71,0.76,59.40,48.34,70.44,0.37,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-06,74.71,55.43,94.57,0.52,67.23,58.10,76.40,0.27,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-07,72.29,52.14,92.86,0.56,73.79,64.46,83.11,0.25,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-08,73.14,53.00,93.43,0.55,73.50,63.83,83.20,0.26,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-09,74.14,53.57,93.57,0.54,59.60,49.66,69.50,0.33,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-10,66.57,42.00,90.29,0.73,51.56,39.91,63.20,0.45,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-11,72.00,54.43,89.43,0.49,37.30,28.60,45.96,0.47,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2010-12,78.29,66.29,89.00,0.29,19.20,12.31,26.11,0.72,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-01,75.14,62.71,87.14,0.33,14.46,7.16,21.77,1.01,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-02,72.29,57.29,87.00,0.41,20.69,12.76,28.67,0.77,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-03,70.00,52.14,87.71,0.51,30.34,21.71,38.93,0.57,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-04,69.00,49.71,91.29,0.60,43.97,35.67,52.27,0.38,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-05,65.71,47.00,88.14,0.63,56.03,46.23,65.84,0.35,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-06,69.57,51.14,90.57,0.57,66.51,56.17,76.86,0.31,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-07,70.43,51.14,91.86,0.58,75.76,65.74,85.74,0.26,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-08,72.00,49.29,93.57,0.62,70.57,60.01,81.14,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-09,74.00,51.71,93.86,0.57,59.06,48.89,69.19,0.34,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-10,67.57,43.86,89.57,0.68,52.00,41.21,62.81,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-11,71.00,53.71,86.86,0.47,39.50,31.71,47.26,0.39,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2011-12,75.29,60.71,89.71,0.39,28.79,21.80,35.79,0.49,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-01,72.43,58.14,87.71,0.41,23.70,14.84,32.57,0.75,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-02,71.43,54.71,88.00,0.47,28.46,20.71,36.23,0.55,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-03,68.86,51.29,88.29,0.54,48.09,38.61,57.54,0.39,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-04,61.00,40.00,87.14,0.77,47.04,36.24,57.84,0.46,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-05,61.29,41.71,86.86,0.74,61.86,50.24,73.46,0.38,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-06,57.57,36.86,85.71,0.85,70.50,58.30,82.73,0.35,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-07,64.43,41.86,90.00,0.75,77.70,66.23,89.19,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-08,66.57,43.00,91.86,0.73,69.91,58.53,81.31,0.33,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-09,64.43,38.00,92.00,0.84,59.83,46.87,72.77,0.43,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-10,68.86,48.57,88.86,0.59,47.37,37.43,57.29,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-11,70.71,54.00,87.43,0.47,36.97,28.33,45.64,0.47,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2012-12,78.71,66.43,91.00,0.31,27.84,21.06,34.60,0.49,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-01,72.43,58.71,86.57,0.38,19.44,10.59,28.26,0.91,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-02,74.86,61.43,88.29,0.36,19.81,11.76,27.93,0.82,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-03,69.14,52.71,86.29,0.49,26.04,18.01,34.07,0.62,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-04,68.43,49.86,88.43,0.56,41.41,33.16,49.61,0.40,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-05,66.43,45.29,89.71,0.67,57.29,46.73,67.83,0.37,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-06,72.00,52.14,93.43,0.57,66.20,56.94,75.50,0.28,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-07,67.57,47.71,90.00,0.63,71.46,61.31,81.60,0.28,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-08,69.14,46.71,92.86,0.67,70.27,59.16,81.37,0.32,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-09,71.57,49.43,93.14,0.61,63.26,51.81,74.71,0.36,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-10,,,,,49.36,39.93,58.80,0.38,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-11,70.43,53.71,87.71,0.48,33.84,26.13,41.51,0.45,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2013-12,76.43,63.43,88.57,0.33,15.41,7.27,23.56,1.06,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-01,70.00,58.43,83.00,0.35,9.36,-0.40,19.11,2.09,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-02,69.43,54.57,84.86,0.44,9.94,0.14,19.76,1.97,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-03,65.86,49.29,84.00,0.53,25.53,16.39,34.70,0.72,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-04,66.29,45.86,88.57,0.64,42.81,33.50,52.11,0.43,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-05,63.43,43.00,89.29,0.73,57.80,46.91,68.64,0.38,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-06,70.71,50.71,92.57,0.59,68.46,58.70,78.21,0.29,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-07,68.71,48.00,91.14,0.63,68.21,58.00,78.40,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-08,76.00,55.57,93.71,0.50,69.96,60.29,79.61,0.28,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-09,74.57,52.57,94.14,0.56,60.13,49.46,70.83,0.36,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-10,71.43,51.86,90.71,0.54,48.61,39.61,57.60,0.37,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-11,72.86,57.14,88.43,0.43,28.56,21.37,35.76,0.50,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2014-12,78.57,67.00,89.14,0.28,26.81,21.23,32.40,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-01,71.71,59.43,84.57,0.35,18.77,11.81,25.73,0.74,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-02,,,,,10.40,1.27,19.54,1.76,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-03,59.86,39.71,82.57,0.72,33.96,23.46,44.47,0.62,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-04,56.86,35.86,83.29,0.83,47.29,36.13,58.44,0.47,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-05,65.86,45.29,89.71,0.67,58.99,48.23,69.74,0.36,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-06,69.57,49.14,91.71,0.61,66.13,55.70,76.56,0.32,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-07,67.86,48.14,90.86,0.63,70.43,59.70,81.17,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-08,73.14,53.86,92.14,0.52,68.79,59.47,78.09,0.27,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-09,73.43,51.71,93.14,0.56,66.73,56.86,76.59,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-10,70.14,49.71,90.57,0.58,51.17,41.59,60.74,0.37,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-11,71.86,53.29,90.43,0.52,41.90,33.41,50.37,0.40,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2015-12,80.57,66.86,92.43,0.32,34.21,29.14,39.31,0.30,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-01,75.43,64.00,86.86,0.30,19.34,12.43,26.24,0.71,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-02,70.57,56.57,85.71,0.41,25.10,17.69,32.50,0.59,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-03,72.00,53.43,90.29,0.51,39.23,30.94,47.50,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-04,63.14,44.29,84.71,0.64,45.19,35.77,54.60,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-05,60.86,37.86,87.57,0.82,58.47,46.61,70.30,0.41,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-06,65.86,45.43,91.00,0.69,68.60,57.84,79.36,0.31,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-07,72.71,52.43,93.57,0.57,72.56,62.73,82.33,0.27,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-08,76.29,54.86,95.57,0.53,72.21,62.63,81.80,0.27,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-09,77.43,56.57,95.57,0.50,65.37,56.30,74.47,0.28,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-10,76.29,56.43,94.43,0.50,53.39,43.93,62.81,0.35,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-11,74.14,54.71,92.14,0.50,44.06,34.90,53.20,0.42,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2016-12,73.14,60.43,86.43,0.36,22.66,17.07,28.29,0.49,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-01,77.57,65.29,88.71,0.30,22.63,16.53,28.69,0.54,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-02,68.29,51.00,86.29,0.52,30.89,22.11,39.67,0.57,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-03,66.00,48.14,85.29,0.56,33.13,25.30,40.97,0.47,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-04,66.29,45.14,89.29,0.67,49.26,39.13,59.37,0.41,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-05,66.29,44.71,91.57,0.71,55.79,45.71,65.81,0.36,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-06,66.57,44.14,92.57,0.73,68.73,57.97,79.46,0.31,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-07,72.86,52.14,94.71,0.58,71.66,61.34,81.94,0.29,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-08,75.14,53.00,94.29,0.55,67.09,57.50,76.66,0.29,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-09,72.86,48.86,94.29,0.62,64.94,53.59,76.27,0.35,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-10,72.14,53.29,91.29,0.53,53.11,44.79,61.41,0.31,5686986,54158,70.15,2123.30,11.91,,
WI,Wisconsin,2017-11,70.14,53.00,89.29,0.52,35.03,26.81,43.21,0.47,5686986,54158,70.15,2123.30,11.91,,
